id,type,name,weight,volume
holybook_romancult,ITEM,Res Gestae Divi Augusti,540 g,1 L
holybook_romancult2,ITEM,Historia Augusta,600 g,1300 ml
holybook_corpus,ITEM,The Corpus Hermeticum,620 g,1 L
holybook_mithraic,ITEM,The Mithraic Inscriptions,500 g,1 L
holybook_tengriism,ITEM,Tengriism: The Religion of Ancient Mongolia,600 g,1 L
holybook_chinese,ITEM,Classic of Mountains and Seas,600 g,1 L
holybook_koreantrip,ITEM,Tripitaka Koreana,15000 g,20000 ml
holybook_hawaii,ITEM,Moʻolelo,550 g,1 L
holybook_maori,ITEM,Te Ao Māori,540 g,1 L
holybook_native,ITEM,The Native Religion of New England,700 g,1 L
holybook_cao,ITEM,The Compilation of Divine Messages,700 g,1 L
holybook_egypt,ITEM,The Pyramid Texts,600 g,1 L
holybook_egypt1,ITEM,The Coffin Texts,600 g,1 L
holybook_egypt2,ITEM,The Book of the Dead,600 g,1 L
holybook_umbanda,ITEM,Orishas and Their Deities,350 g,1 L
holybook_taoism,ITEM,The Tao Te Ching,800 g,1200 ml
holybook_confucian,ITEM,The Four Books and Five Classics,1000 g,1700 ml
holybook_daime,ITEM,Cruzeiro,350 g,1 L
holybook_candomble,ITEM,The Ogam and Ipade,900 g,1300 ml
holybook_siddur,ITEM,Siddur,450 g,1 L
holybook_talmud,ITEM,Talmud,2041 g,1500 ml
holybook_tanakh,ITEM,Tanakh,512 g,1 L
holybook_torah_scroll,ITEM,Torah,12000 g,24 L
holybook_tripitaka,ITEM,The Tripitaka,513 g,1 L
holybook_upanishads,ITEM,The Upanishads,482 g,1 L
holybook_vedas,ITEM,The Four Vedas,540 g,1 L
holybook_babylon,ITEM,Enuma Elish,500 g,1 L
holybook_havamal,ITEM,Hávamál,292 g,750 ml
holybook_ginza,ITEM,Ginza Rabba,1000 g,1500 ml
holybook_ginza1,ITEM,Qolastā,368 g,1 L
holybook_ginza2,ITEM,Drasa d-Yahya,368 g,1 L
holybook_bahai,ITEM,Kitáb-i-Aqdas,1130 g,1290 ml
holybook_bahai1,ITEM,Kitáb-i-Íqán,1000 g,1035 ml
holybook_bahai2,ITEM,The Hidden Words,900 g,699 ml
holybook_bahai3,ITEM,Baha'i Prayers,350 g,500 ml
holybook_bahai4,ITEM,The Secret of Divine Civilization,826 g,1 L
holybook_bahai5,ITEM,'Some Answered Questions',540 g,1 L
mag_stabbing,ITEM,Duelist's Annual,80 g,250 ml
manual_stabbing,ITEM,FM 23-25 Army bayonet manual,454 g,500 ml
manual_knives,ITEM,Spetsnaz Knife Techniques,454 g,500 ml
atomic_survival,ITEM,Survival Under Atomic Attack,1920 g,2 L
fun_survival,ITEM,Through the Lens,440 g,250 ml
mag_dude,ITEM,Alpha Male Quarterly,180 g,500 ml
mag_survival,ITEM,Outdoor Adventures,80 g,250 ml
manual_survival,ITEM,Pitching a Tent,454 g,750 ml
pocket_survival,ITEM,Pocket Survival Guide,212 g,250 ml
survival_book,ITEM,Autobiography of a Mountain Man,1920 g,2 L
textbook_survival,ITEM,Outdoor Survival Guide,910 g,2 L
textbook_botany,ITEM,Introduction to Plant Biology,1200 g,2700 ml
textbook_arthropod,ITEM,The Wonderful World of Arthropodology,2200 g,2680 ml
isherwood_herbal_remedies,ITEM,Natural Remedies of New England,400 g,1250 ml
mag_swimming,ITEM,Swim Planet,60 g,250 ml
manual_swimming,ITEM,Water Survival Training Field Manual,400 g,500 ml
mag_animecon,ITEM,Boston AnimeCon magazine,,
mag_beauty,ITEM,Beauty Magazine,180 g,500 ml
mag_tailor,ITEM,Sew Awesome Monthly,75 g,250 ml
manual_tailor,ITEM,Sew What? Clothing!,454 g,750 ml
tailor_portfolio,ITEM,clothing designer's portfolio,2063 g,2 L
tailor_japanese,ITEM,Traditional Japanese Kimono,2400 g,1500 ml
recipe_fauxfur,ITEM,"Friendly, Humane Fashion",1200 g,1 L
textbook_tailor,ITEM,Sewing Techniques for Designers,2600 g,2 L
scots_tailor,ITEM,Ye Scots Beuk o Tailorin',2600 g,2 L
dieselpunk_tailor,ITEM,Dieselpunk Designs,2600 g,2 L
bp_nomad_cowl,ITEM,nomad cowl blueprint,,
bp_nomad_bodyglove,ITEM,nomad bodyglove blueprint,,
bp_nomad_jumpsuit,ITEM,nomad jumpsuit blueprint,,
mag_throwing,ITEM,Diskobolus,60 g,250 ml
manual_throw,ITEM,The Complete Guide to Pitching,400 g,500 ml
howto_traps,ITEM,How to Trap Anything,454 g,500 ml
mag_traps,ITEM,Trapper's Life,80 g,250 ml
manual_traps,ITEM,The Modern Trapper,422 g,500 ml
manual_traps_mil,ITEM,FM 20-32 Mine/Countermine Operations,422 g,500 ml
manual_traps_mil_basic,ITEM,"Booby Traps, IEDs, Mines and You: A Primer",211 g,250 ml
textbook_traps,ITEM,The Compleat Trapper,1100 g,2 L
trappers_companion,ITEM,The Trapper's Companion,1920 g,2 L
mag_unarmed,ITEM,Boxing Monthly,90 g,250 ml
manual_brawl,ITEM,101 Wrestling Moves,227 g,500 ml
child_book,ITEM,children's book,52 g,250 ml
fairy_tales,ITEM,book of fairy tales,410 g,750 ml
book_fict_soft_ya_adrk,ITEM,The Adorkable Girl,,
book_fict_soft_ya_bjak,ITEM,Becoming Jackson,,
book_fict_soft_ya_burn,ITEM,Nothing Burned,,
book_fict_soft_ya_hilo,ITEM,High and Low,,
book_fict_soft_ya_myeyes,ITEM,Fire When You See My Eyes,,
book_fict_soft_ya_pbbr,ITEM,Peanut Butter Bruised,,
book_fict_soft_ya_rwya,ITEM,Ready When You Are,,
book_fict_soft_ya_sboy,ITEM,Study of a Boy,,
book_fict_soft_ya_sumv,ITEM,Summer Variables,,
book_fict_hard_ya_dark,ITEM,In a Dark Place,,
book_fict_hard_ya_btwo,ITEM,Betrayal Takes Two,,
novel_coa,ITEM,coming of age novel,187 g,500 ml
novel_coa2,ITEM,Pantheon: The Story of an Iranian Youth,,
wine_mycus,ITEM,wine_mycus,50 g,250 ml
wine_marloss,ITEM,wine_marloss,50 g,250 ml
wine_riesling,ITEM,wine_riesling,50 g,250 ml
wine_chardonnay,ITEM,wine_chardonnay,50 g,250 ml
wine_cabernet,ITEM,wine_cabernet,50 g,250 ml
wine_noir,ITEM,wine_noir,50 g,250 ml
wine_marsala,ITEM,wine_marsala,50 g,250 ml
wine_vermouth,ITEM,wine_vermouth,50 g,250 ml
wine_barley,ITEM,wine_barley,249 g,250 ml
whiskey,ITEM,whiskey,36 g,250 ml
vodka,ITEM,vodka,36 g,250 ml
gin,ITEM,gin,36 g,250 ml
rum,ITEM,rum,36 g,250 ml
tequila,ITEM,tequila,36 g,250 ml
triple_sec,ITEM,triple_sec,36 g,250 ml
sake_filtered,ITEM,sake_filtered,36 g,250 ml
sake_unfiltered,ITEM,sake_unfiltered,36 g,250 ml
bum_wine,ITEM,bum_wine,36 g,250 ml
mixed_alcohol_strong,ITEM,mixed_alcohol_strong,36 g,250 ml
mixed_alcohol_weak,ITEM,mixed_alcohol_weak,248 g,250 ml
fruit_wine,ITEM,fruit_wine,36 g,250 ml
brandy,ITEM,brandy,36 g,250 ml
drink_queenmary,ITEM,drink_queenmary,251 g,250 ml
irish_coffee,ITEM,irish_coffee,252 g,250 ml
drink_karsk,ITEM,drink_karsk,250 g,250 ml
drink_gunfire,ITEM,drink_gunfire,252 g,250 ml
long_island,ITEM,long_island,250 g,250 ml
drink_screwdriver,ITEM,drink_screwdriver,252 g,250 ml
drink_wild_apple,ITEM,drink_wild_apple,252 g,250 ml
drink_rumcola,ITEM,drink_rumcola,252 g,250 ml
drink_grog,ITEM,drink_grog,249 g,250 ml
drink_gintonic,ITEM,drink_gintonic,252 g,250 ml
drink_pinacolada,ITEM,drink_pinacolada,252 g,250 ml
drink_tequilasunrise,ITEM,drink_tequilasunrise,252 g,250 ml
beer,ITEM,beer,250 g,250 ml
mead,ITEM,mead,36 g,250 ml
hopped_mead,ITEM,hopped_mead,,
plain_mead,ITEM,plain_mead,,
spiced_mead,ITEM,spiced_mead,,
dandelion_wine,ITEM,dandelion_wine,35 g,250 ml
burdock_wine,ITEM,burdock_wine,36 g,250 ml
pine_wine,ITEM,pine_wine,35 g,250 ml
hb_beer,ITEM,hb_beer,249 g,250 ml
moonshine,ITEM,moonshine,35 g,250 ml
european_pilsner,ITEM,european_pilsner,249 g,250 ml
pale_ale,ITEM,pale_ale,249 g,250 ml
india_pale_ale,ITEM,india_pale_ale,249 g,250 ml
stout,ITEM,stout,250 g,250 ml
belgian_ale,ITEM,belgian_ale,249 g,250 ml
imperial_stout,ITEM,imperial_stout,249 g,250 ml
drink_strawberry_surprise,ITEM,drink_strawberry_surprise,43 g,250 ml
drink_boozeberry,ITEM,drink_boozeberry,43 g,250 ml
single_malt_whiskey,ITEM,single_malt_whiskey,36 g,250 ml
single_pot_whiskey,ITEM,single_pot_whiskey,,
cheap_whiskey,ITEM,cheap_whiskey,,
canadian_whiskey,ITEM,canadian_whiskey,,
sherry,ITEM,sherry,36 g,250 ml
bristol_sherry,ITEM,bristol_sherry,,
madeira,ITEM,madeira,,
drink_hobo,ITEM,drink_hobo,50 g,250 ml
drink_kalimotxo,ITEM,drink_kalimotxo,250 g,500 ml
drink_beeknees,ITEM,drink_beeknees,500 g,500 ml
drink_wsour,ITEM,drink_wsour,249 g,250 ml
honey_gold,ITEM,honey_gold,252 g,500 ml
honey_ant,ITEM,honey ball,130 g,12 ml
eggnog_spiked,ITEM,eggnog_spiked,130 g,250 ml
drink_martini,ITEM,drink_martini,49 g,500 ml
drink_bloody_mary,ITEM,drink_bloody_mary,252 g,250 ml
drink_bloody_mary_blood,ITEM,drink_bloody_mary_blood,252 g,250 ml
drink_hard_seltzer,ITEM,drink_hard_seltzer,250 g,250 ml
hb_seltzer,ITEM,hb_seltzer,250 g,250 ml
alien_meadow_bush_2_fruit,ITEM,handful of alien berries,156 g,250 ml
alien_meadow_tree_3_fruit,ITEM,alien fruit,4518 g,7150 ml
pumpkin_muffins,ITEM,pumpkin muffin,30 g,1 ml
hazelnut_cake,ITEM,hazelnut cake,30 g,1 ml
baklava,ITEM,baklava,50 g,100 ml
religieuse_au_chocolat,ITEM,religieuse au chocolat,50 g,100 ml
gateau_st_honore,ITEM,gateau st. honore,224 g,300 ml
donut_holes,ITEM,donut hole,14 g,30 ml
sourdough_young_uncovered_active,ITEM,sourdough_young_uncovered_active,100 g,100 ml
sourdough_split_uncovered_active,ITEM,sourdough_split_uncovered_active,100 g,100 ml
sourdough_starter_uncovered,ITEM,sourdough_starter_uncovered,100 g,100 ml
sourdough_bread,ITEM,sourdough_bread,56 g,75 ml
flatbread,ITEM,flatbread,15 g,60 ml
frybread,ITEM,frybread,15 g,60 ml
bread,ITEM,bread,58 g,200 ml
bread_garlic,ITEM,bread_garlic,15 g,60 ml
toast,ITEM,toast,,
buttered_toast,ITEM,buttered_toast,,
jam_toast,ITEM,jam_toast,,
peanut_butter_toast,ITEM,peanut_butter_toast,,
toad_in_a_hole,ITEM,toad_in_a_hole,,
PBJ_Toast,ITEM,PBJ_Toast,,
cornbread,ITEM,cornbread,15 g,60 ml
johnnycake,ITEM,johnnycake,49 g,41 ml
tortilla_corn,ITEM,corn tortilla,24 g,20 ml
tortilla_flour,ITEM,flour tortilla,18 g,20 ml
hardtack_cracker,ITEM,hardtack_cracker,420 g,420 ml
hardtack,ITEM,hardtack,70 g,70 ml
soggy_hardtack,ITEM,soggy_hardtack,75 g,70 ml
biscuit,ITEM,biscuit,30 g,25 ml
wastebread,ITEM,wastebread,15 g,60 ml
brown_bread,ITEM,brown_bread,45 g,48 ml
hallula,ITEM,hallula,45 g,48 ml
brew_mycus_wine,ITEM,brew_mycus_wine,48 g,50 ml
brew_marloss_wine,ITEM,brew_marloss_wine,48 g,50 ml
brew_whiskey,ITEM,brew_whiskey,34 g,36 ml
wash_whiskey,ITEM,wash_whiskey,34 g,36 ml
brew_gin,ITEM,brew_gin,34 g,36 ml
gin_mash,ITEM,gin_mash,34 g,36 ml
brew_sake,ITEM,brew_sake,34 g,36 ml
brew_soy_sauce,ITEM,brew_soy_sauce,24 g,25 ml
soy_sauce_unstrained,ITEM,soy_sauce_unstrained,24 g,25 ml
brew_vodka,ITEM,brew_vodka,34 g,36 ml
wash_vodka,ITEM,wash_vodka,34 g,36 ml
brew_rum,ITEM,brew_rum,34 g,36 ml
wash_rum,ITEM,wash_rum,34 g,36 ml
brew_fruit_wine,ITEM,brew_fruit_wine,34 g,36 ml
brew_mead,ITEM,brew_mead,34 g,36 ml
brew_hopped_mead,ITEM,brew_hopped_mead,,
brew_spiced_mead,ITEM,brew_spiced_mead,,
brew_dandelion_wine,ITEM,brew_dandelion_wine,34 g,36 ml
brew_burdock_wine,ITEM,brew_burdock_wine,34 g,36 ml
brew_pine_wine,ITEM,brew_pine_wine,34 g,36 ml
brew_hb_beer,ITEM,brew_hb_beer,240 g,250 ml
brew_hb_seltzer,ITEM,brew_hb_seltzer,240 g,250 ml
brew_moonshine,ITEM,brew_moonshine,34 g,36 ml
wash_moonshine,ITEM,wash_moonshine,34 g,36 ml
brew_milk_curdled,ITEM,brew_milk_curdled,257 g,250 ml
brew_vinegar,ITEM,brew_vinegar,16 g,16 ml
young_yeast,ITEM,young_yeast,16 g,16 ml
malting_grain_active,ITEM,malting_grain_active,336 g,1 L
malted_grain,ITEM,malted_grain,336 g,1 L
soaking_dandelion_active,ITEM,soaking_dandelion_active,274 g,250 ml
soaked_dandelion,ITEM,soaked_dandelion,308 g,250 ml
fermenting_yogurt_active,ITEM,fermenting_yogurt_active,236 g,250 ml
brew_rootbeer,ITEM,brew_rootbeer,37 g,36 ml
froglegs,ITEM,froglegs,100 g,250 ml
froglegs_cooked,ITEM,froglegs_cooked,,
froglegs_smoked,ITEM,froglegs_smoked,,
fish,ITEM,fillet of fish,148 g,250 ml
fish_scrap,ITEM,scrap of fish,,
fish_scrap_cooked,ITEM,cooked scrap of fish,,
fish_cooked,ITEM,fish_cooked,,
lobster,ITEM,chunk of lobster meat,148 g,250 ml
lobster_cooked,ITEM,lobster_cooked,,
mollusk,ITEM,fillet of mollusk,148 g,250 ml
mollusk_cooked,ITEM,mollusk_cooked,,
gastropod_purged,ITEM,gastropod_purged,15 g,15 ml
gastropod_cooked,ITEM,gastropod_cooked,,
hstomach,ITEM,human stomach,,
hstomach_large,ITEM,large human stomach,,
human_fat,ITEM,chunk of human fat,,
human_tallow,ITEM,human_tallow,,
human_flesh,ITEM,human_flesh,,
human_cooked,ITEM,human_cooked,,
pepperhuman,ITEM,pepperhuman,,
meat,ITEM,chunk of meat,275 g,250 ml
animal_blood,ITEM,animal_blood,262 g,250 ml
porkbelly,ITEM,chunk of porkbelly,296 g,250 ml
raw_cured_fatty_meat,ITEM,slab of raw cured porkbelly,250 g,250ml
bacon_uncut,ITEM,large slab of uncut bacon,,250ml
raw_curing_fatty_meat_active,ITEM,slab of raw curing porkbelly,275 g,250ml
meat_scrap,ITEM,scrap of meat,,
human_meat_scrap,ITEM,scrap of human flesh,,
demihuman_meat_scrap,ITEM,scrap of demihuman flesh,,
mutant_meat,ITEM,chunk of mutant meat,,
mutant_blood,ITEM,mutant_blood,262 g,250 ml
mutant_meat_scrap,ITEM,scrap of mutant meat,,
mutant_human_flesh,ITEM,mutant_human_flesh,,
mutant_human_blood,ITEM,mutant_human_blood,262 g,250 ml
mutant_human_cooked,ITEM,mutant_human_cooked,,
peppermutant_human,ITEM,peppermutant_human,,
meat_mutant_tainted,ITEM,chunk of tainted mutant meat,,
meat_mutant_tainted_cooked,ITEM,meat_mutant_tainted_cooked,,
meat_mutant_tainted_smoked,ITEM,meat_mutant_tainted_smoked,,
ruined_chunks,ITEM,ruined_chunks,250 g,166 ml
meat_cooked,ITEM,meat_cooked,296 g,250 ml
peppermeat,ITEM,peppermeat,275 g,250 ml
meat_fatty_cooked,ITEM,meat_fatty_cooked,296 g,250 ml
pepperfat,ITEM,pepperfat,275 g,250 ml
meat_scrap_cooked,ITEM,cooked scrap of meat,,
pepperscrap,ITEM,cooked pepper scrap of meat,,
mutant_meat_cooked,ITEM,mutant_meat_cooked,,
peppermutant,ITEM,peppermutant,,
mutant_meat_scrap_cooked,ITEM,cooked scrap of mutant meat,,
pepperscrap_mutant,ITEM,cooked pepper scrap of mutant meat,,
cooked_marrow,ITEM,cooked_marrow,60 g,50 ml
pepperbone,ITEM,pepperbone,55 g,50 ml
offal,ITEM,offal,,
offal_cooked,ITEM,offal_cooked,,
tainted_innards,ITEM,tainted_innards,,
tainted_innards_human,ITEM,tainted_innards_human,,
mutant_bug_organs,ITEM,mutant_bug_organs,,
mutant_bug_organs_cooked,ITEM,mutant_bug_organs_cooked,,
offal_pickled,ITEM,offal_pickled,,250 ml
offal_canned,ITEM,offal_canned,,250 ml
stomach,ITEM,stomach,72 g,250 ml
stomach_large,ITEM,large stomach,,
jerky,ITEM,jerky,85 g,250 ml
salted_fish,ITEM,salted_fish,,50 ml
salted_mollusk,ITEM,salted mollusk,,
meat_smoked,ITEM,meat_smoked,,
fish_smoked,ITEM,fish_smoked,,
lobster_smoked,ITEM,smoked lobster,,
mollusk_smoked,ITEM,smoked mollusk,,
lung,ITEM,piece of raw lung,45 g,50 ml
human_lung,ITEM,piece of raw human lung,,
demihuman_lung,ITEM,piece of raw demihuman lung,,
lung_cooked,ITEM,cooked piece of lung,,
mutant_lung,ITEM,piece of raw mutant lung,,
mutant_lung_cooked,ITEM,cooked piece of mutant lung,,
heart,ITEM,piece of raw heart,55 g,50 ml
human_heart,ITEM,piece of raw human heart,,
demihuman_heart,ITEM,piece of raw demihuman heart,,
heart_cooked,ITEM,cooked piece of heart,,
mutant_heart,ITEM,piece of raw mutant heart,,
mutant_human_heart,ITEM,piece of raw mutant humanoid heart,,
mutant_heart_cooked,ITEM,cooked piece of mutant heart,,
mutant_bug_lungs,ITEM,piece of raw mutant lung,,
liver,ITEM,piece of raw liver,,
human_liver,ITEM,piece of raw human liver,,
demihuman_liver,ITEM,piece of raw demihuman liver,,
liver_cooked,ITEM,cooked piece of liver,,
mutant_liver,ITEM,piece of raw mutant liver,,
mutant_liver_cooked,ITEM,cooked piece of mutant liver,,
bone_marrow,ITEM,portion of raw bone marrow,60 g,50 ml
human_marrow,ITEM,portion of raw human bone marrow,,
demihuman_marrow,ITEM,portion of raw demihuman bone marrow,,
mutant_marrow,ITEM,portion of raw mutant bone marrow,,
mutant_human_marrow,ITEM,portion of raw mutant human bone marrow,,
brain,ITEM,piece of raw brain,,
human_brain,ITEM,piece of raw human brain,,
demihuman_brain,ITEM,piece of raw demihuman brain,,
brain_cooked,ITEM,cooked piece of brain,,
mutant_brain,ITEM,piece of raw mutant brain,,
mutant_brain_cooked,ITEM,cooked piece of mutant brain,,
kidney,ITEM,piece of raw kidney,,
human_kidney,ITEM,piece of raw human kidney,,
demihuman_kidney,ITEM,piece of raw demihuman kidney,,
kidney_cooked,ITEM,cooked piece of kidney,,
mutant_kidney,ITEM,piece of raw mutant kidney,,
mutant_kidney_cooked,ITEM,cooked piece of mutant kidney,,
sweetbread,ITEM,piece of raw sweetbread,,
human_sweetbread,ITEM,piece of raw human sweetbread,,
demihuman_sweetbread,ITEM,piece of raw demihuman sweetbread,,
sweetbread_cooked,ITEM,cooked piece of sweetbread,,
blood,ITEM,blood,262 g,250 ml
fat,ITEM,chunk of fat,22 g,25 ml
tallow,ITEM,tallow,,
mutant_fat,ITEM,chunk of mutant fat,,
mutant_tallow,ITEM,mutant_tallow,,
mutant_human_fat,ITEM,chunk of mutant humanoid fat,,
mutant_human_tallow,ITEM,mutant_human_tallow,,
meat_tainted,ITEM,chunk of tainted meat,238 g,250 ml
meat_tainted_human,ITEM,chunk of tainted human meat,,
arm_zed,ITEM,tainted limb,3767 g,4500 ml
leg_zed,ITEM,tainted limb,11071 g,12 L
blood_tainted,ITEM,blood_tainted,262 g,250 ml
blood_tainted_human,ITEM,blood_tainted_human,262 g,250 ml
tainted_marrow,ITEM,portion of tainted bone marrow,60 g,50 ml
tainted_marrow_human,ITEM,portion of tainted human bone marrow,,
fat_tainted,ITEM,chunk of tainted fat,192 g,250 ml
fat_tainted_human,ITEM,chunk of tainted human fat,,
tallow_tainted,ITEM,tallow_tainted,128 g,62 ml
stomach_boiled,ITEM,large boiled stomach,,
hstomach_boiled,ITEM,boiled large human stomach,,
small_stomach_boiled,ITEM,boiled stomach,72 g,250 ml
small_hstomach_boiled,ITEM,boiled human stomach,,
raw_leather,ITEM,raw_leather,100 g,125 ml
raw_tainted_leather,ITEM,raw_tainted_leather,,
raw_tainted_leather_scraps,ITEM,raw_tainted_leather_scraps,1 g,5 ml
raw_hleather,ITEM,raw_hleather,,
raw_demihumanleather,ITEM,raw_demihumanleather,,
raw_fur,ITEM,raw_fur,114 g,170 ml
raw_tainted_fur,ITEM,raw_tainted_fur,,
raw_hfur,ITEM,raw_hfur,,
flesh_golem_heart,ITEM,seeping heart,2035 g,500 ml
jabberwock_heart,ITEM,putrid heart,4535 g,1 L
jabberwock_heart_desiccated,ITEM,desiccated putrid heart,1360 g,250 ml
nether_huntsman_organ,ITEM,reverberating organ,800 g,1 L
nether_grub,ITEM,alien grub,54 g,50 ml
meat_frond,ITEM,meat_frond,,
leech_flower,ITEM,leech flower,10 g,250 ml
meat_bark,ITEM,leech bark,,
demihuman_stomach,ITEM,demihuman stomach,,
demihuman_stomach_large,ITEM,large demihuman stomach,,
demihuman_fat,ITEM,chunk of demihuman fat,,
demihuman_tallow,ITEM,demihuman_tallow,,
demihuman_flesh,ITEM,demihuman_flesh,,
demihuman_blood,ITEM,demihuman_blood,262 g,250 ml
demihuman_cooked,ITEM,demihuman_cooked,,
demihuman_stomach_boiled,ITEM,boiled demihuman stomach,,
small_demihuman_stomach_boiled,ITEM,boiled demihuman stomach,,
meat_fried,ITEM,meat_fried,298 g,
meat_mi-go,ITEM,chunk of mi-go meat,238 g,250 ml
blood_mi-go,ITEM,blood_mi-go,,
bone_mi-go,ITEM,mi-go bone,350 g,250 ml
poultry,ITEM,chunk of poultry meat,104 g,100 ml
poultry_scrap,ITEM,scrap of poultry meat,,
poultry_cooked,ITEM,poultry_cooked,94 g,100 ml
poultry_pepper,ITEM,poultry_pepper,104 g,100 ml
poultry_scrap_cooked,ITEM,cooked scrap of poultry,,
poultry_scrap_pepper,ITEM,cooked pepper scrap of poultry,,
poultry_smoked,ITEM,poultry_smoked,65 g,
mutflesh,ITEM,chunk of mutagenic flesh,,
hot_corn_casserole,ITEM,hot_corn_casserole,178 g,250 ml
cheesy_spinach_casserole,ITEM,cheesy_spinach_casserole,178 g,250 ml
tuna_noodle_casserole,ITEM,tuna_noodle_casserole,178 g,250 ml
lazy_lobster_casserole,ITEM,lazy_lobster_casserole,178 g,250 ml
eggplant_parmigiana,ITEM,eggplant_parmigiana,178 g,250 ml
cereal,ITEM,cereal,110 g,100 ml
cereal2,ITEM,cereal2,,
cereal3,ITEM,cereal3,,
cereal_fp1,ITEM,cereal_fp1,,
cereal_fp2,ITEM,cereal_fp2,,
cereal_fp4,ITEM,cereal_fp4,,
milk,ITEM,milk,258 g,250 ml
milk_choc,ITEM,milk_choc,,
milk_reconstituted,ITEM,milk_reconstituted,,
milk_raw,ITEM,milk_raw,,
milk_UHT,ITEM,milk_UHT,,
milk_evap,ITEM,milk_evap,312 g,500 ml
buttermilk,ITEM,buttermilk,,
yoghurt,ITEM,yoghurt,257 g,250 ml
butter,ITEM,butter,14180 mg,15 ml
raw_butter,ITEM,raw_butter,14 g,15 ml
ghee,ITEM,ghee,13500 mg,
pudding,ITEM,pudding,232 g,250 ml
milk_curdled,ITEM,milk_curdled,236 g,250 ml
cheese_hard,ITEM,cheese_hard,34 g,
cheese,ITEM,cheese,30 g,31 ml
cottage_cheese,ITEM,cottage_cheese,34 g,250 ml
cottage_cheese_with_fruit,ITEM,cottage_cheese_with_fruit,,
cottage_cheese_with_savory_veg,ITEM,cottage_cheese_with_savory_veg,,
mozzarella_cheese,ITEM,mozzarella_cheese,30 g,250 ml
fried_mozzarella_sticks,ITEM,fried_mozzarella_sticks,30 g,62 ml
cheese_powder,ITEM,cheese_powder,23 g,25 ml
cheese_rehydrated,ITEM,cheese_rehydrated,64 g,62 ml
quesadilla_cheese,ITEM,quesadilla,58 g,125 ml
milk_powder,ITEM,milk_powder,30 g,62 ml
con_milk,ITEM,con_milk,32 g,500 ml
milk_cream_whipped,ITEM,milk_cream_whipped,120 g,
milk_cream,ITEM,milk_cream,254 g,250 ml
tiramisu,ITEM,tiramisu,236 g,250 ml
mascarpone,ITEM,mascarpone,64 g,250 ml
pecorino_cheese,ITEM,pecorino_cheese,64 g,62 ml
apple_cider,ITEM,apple_cider,263 g,250 ml
almond_milk,ITEM,almond_milk,258 g,250 ml
hazelnut_milk,ITEM,hazelnut_milk,258 g,250 ml
walnut_milk,ITEM,walnut_milk,258 g,250 ml
soy_milk,ITEM,soy_milk,258 g,250 ml
oat_milk,ITEM,oat_milk,258 g,250 ml
atomic_coffee,ITEM,atomic_coffee,,
tea_wild_sarsaparilla,ITEM,tea_wild_sarsaparilla,,
bee_balm_tea,ITEM,bee_balm_tea,,
can_coconut,ITEM,can_coconut,250 g,250 ml
chai_tea,ITEM,chai_tea,259 g,250 ml
chamomile_tea,ITEM,chamomile_tea,,
choc_drink,ITEM,choc_drink,257 g,250 ml
coffee,ITEM,coffee,250 g,250 ml
coffee_substitute,ITEM,coffee_substitute,250 g,250 ml
milk_coffee_substitute,ITEM,milk_coffee_substitute,,
milk_coffee_substitute_sweetened,ITEM,milk_coffee_substitute_sweetened,,
sweet_milk,ITEM,sweet_milk,,
sweet_milk_fortified,ITEM,sweet_milk_fortified,,
chicory_coffee,ITEM,chicory_coffee,252 g,250 ml
cola,ITEM,cola,248 g,250 ml
colamdew,ITEM,colamdew,250 g,250 ml
creamsoda,ITEM,creamsoda,247 g,250 ml
cranberry_juice,ITEM,cranberry_juice,250 g,250 ml
crispycran,ITEM,crispycran,250 g,250 ml
dandelion_tea,ITEM,dandelion_tea,252 g,250 ml
dandelionburdock_tea,ITEM,dandelionburdock_tea,252 g,250 ml
eggnog,ITEM,eggnog,134 g,250 ml
energy_drink,ITEM,energy_drink,253 g,250 ml
energy_drink_atomic,ITEM,energy_drink_atomic,,
herbal_tea,ITEM,herbal_tea,250 g,250 ml
hot_chocolate,ITEM,hot_chocolate,257 g,250 ml
horchata,ITEM,horchata,237 g,250 ml
juice_pasteurized,ITEM,pasteurized fruit juice,,
juice,ITEM,juice,250 g,250 ml
pineapple_juice,ITEM,pineapple_juice,,
drink_pinitacolada,ITEM,drink_pinitacolada,251 g,250 ml
drink_virgin_mary,ITEM,drink_virgin_mary,258 g,250 ml
drink_shirleytemple,ITEM,drink_shirleytemple,251 g,250 ml
drink_royrogers,ITEM,drink_royrogers,251 g,250 ml
kompot,ITEM,kompot,250 g,250 ml
lemonade,ITEM,lemonade,260 g,250 ml
orangeade,ITEM,orangeade,,
grapeade,ITEM,grapeade,,
lemonlime,ITEM,lemonlime,258 g,250 ml
lotus_tea,ITEM,lotus_tea,,
mex_chocolate,ITEM,mex_chocolate,263 g,250 ml
milk_coffee,ITEM,milk_coffee,255 g,500 ml
milk_tea,ITEM,milk_tea,255 g,500 ml
oj,ITEM,oj,249 g,250 ml
oj_fresh,ITEM,oj_fresh,,
orangesoda,ITEM,orangesoda,227 g,250 ml
pine_tea,ITEM,pine_tea,262 g,250 ml
purple_drink,ITEM,purple_drink,260 g,250 ml
mycus_juice,ITEM,mycus_juice,263 g,250 ml
rootbeer,ITEM,rootbeer,260 g,250 ml
rootbeer_brewed,ITEM,rootbeer_brewed,260 g,250 ml
tonic_water,ITEM,tonic_water,250 g,250 ml
